,time,event,type,channel_x,parameter1,parameter2,parameterMetaSystem,track_x,length,track_y,channel_y,note,notename,velocity
0,0.0,Time Signature,58,0.0,0.0,0.0,"4/4, 24 clocks/tick, 8 1/32 notes / 24 clocks",1,,,,,,
1,0.0,Set Tempo,51,0.0,0.0,0.0,555550,1,,,,,,
2,136704.0,Set Tempo,51,0.0,0.0,0.0,566030,1,700.0,3.0,1.0,36.0,C,82.0
3,136704.0,Set Tempo,51,0.0,0.0,0.0,566030,1,328.0,5.0,3.0,67.0,g',73.0
4,136704.0,Set Tempo,51,0.0,0.0,0.0,566030,1,96.0,11.0,9.0,35.0,"B,",82.0
5,136704.0,Set Tempo,51,0.0,0.0,0.0,566030,1,108.0,11.0,9.0,42.0,F#,72.0
6,136704.0,Set Tempo,51,0.0,0.0,0.0,566030,1,80.0,11.0,9.0,52.0,e,64.0
7,137472.0,Set Tempo,51,0.0,0.0,0.0,576920,1,748.0,2.0,0.0,45.0,A,97.0
8,137472.0,Set Tempo,51,0.0,0.0,0.0,576920,1,804.0,2.0,0.0,59.0,b,83.0
9,137472.0,Set Tempo,51,0.0,0.0,0.0,576920,1,820.0,2.0,0.0,64.0,e',83.0
10,137472.0,Set Tempo,51,0.0,0.0,0.0,576920,1,700.0,3.0,1.0,33.0,"A,",82.0
11,137472.0,Set Tempo,51,0.0,0.0,0.0,576920,1,96.0,11.0,9.0,54.0,f#,91.0
12,141312.0,Set Tempo,51,0.0,0.0,0.0,555550,1,,,,,,
13,148992.0,Set Tempo,51,0.0,0.0,0.0,566030,1,1524.0,5.0,3.0,69.0,a',56.0
14,148992.0,Set Tempo,51,0.0,0.0,0.0,566030,1,48.0,11.0,9.0,55.0,g,38.0
15,148992.0,Set Tempo,51,0.0,0.0,0.0,566030,1,48.0,11.0,9.0,59.0,b,64.0
16,148992.0,Set Tempo,51,0.0,0.0,0.0,566030,1,112.0,11.0,9.0,70.0,a#',69.0
17,149376.0,Set Tempo,51,0.0,0.0,0.0,576920,1,112.0,11.0,9.0,70.0,a#',52.0
18,149760.0,Set Tempo,51,0.0,0.0,0.0,588230,1,,,,,,
19,150144.0,Set Tempo,51,0.0,0.0,0.0,6e+05,1,,,,,,
20,150528.0,Set Tempo,51,0.0,0.0,0.0,666660,1,24.0,11.0,9.0,51.0,d#,52.0
21,152064.0,Set Tempo,51,0.0,0.0,0.0,555550,1,1468.0,2.0,0.0,61.0,c#',70.0
22,156672.0,Set Tempo,51,0.0,0.0,0.0,566030,1,1316.0,2.0,0.0,50.0,d,92.0
23,156672.0,Set Tempo,51,0.0,0.0,0.0,566030,1,156.0,2.0,0.0,57.0,a,83.0
24,156672.0,Set Tempo,51,0.0,0.0,0.0,566030,1,536.0,2.0,0.0,66.0,f#',92.0
25,156672.0,Set Tempo,51,0.0,0.0,0.0,566030,1,744.0,2.0,0.0,74.0,d'',66.0
26,156672.0,Set Tempo,51,0.0,0.0,0.0,566030,1,24.0,11.0,9.0,51.0,d#,52.0
27,158208.0,Set Tempo,51,0.0,0.0,0.0,576920,1,,,,,,
28,158592.0,Set Tempo,51,0.0,0.0,0.0,588230,1,1036.0,15.0,13.0,72.0,c'',31.0
29,158976.0,Set Tempo,51,0.0,0.0,0.0,6e+05,1,444.0,4.0,2.0,88.0,e''',30.0
30,165888.0,End of Track,2f,0.0,0.0,0.0,0,1,,,,,,
31,0.0,Sequence/Track Name,03,0.0,0.0,0.0,E.PIANO 2,2,,,,,,
32,384.0,Controller,0,0.0,0.0,0.0,0,2,,,,,,
33,392.0,Program Change,0,0.0,5.0,0.0,0,2,,,,,,
34,396.0,Controller,0,0.0,7.0,127.0,0,2,,,,,,
35,396.0,Controller,0,0.0,10.0,64.0,0,2,,,,,,
36,396.0,Controller,0,0.0,11.0,127.0,0,2,,,,,,
37,400.0,Controller,0,0.0,91.0,100.0,0,2,,,,,,
38,400.0,Controller,0,0.0,93.0,20.0,0,2,,,,,,
39,3072.0,Note On,0,0.0,46.0,83.0,0,2,1460.0,2.0,0.0,46.0,A#,83.0
40,3072.0,Note On,0,0.0,46.0,83.0,0,2,3016.0,4.0,2.0,65.0,f',32.0
41,3072.0,Note On,0,0.0,46.0,83.0,0,2,112.0,11.0,9.0,70.0,a#',69.0
42,3072.0,Note On,0,0.0,46.0,83.0,0,2,60.0,12.0,10.0,41.0,F,48.0
43,3072.0,Note On,0,0.0,46.0,83.0,0,2,132.0,13.0,11.0,46.0,A#,69.0
44,3260.0,Note On,0,0.0,53.0,70.0,0,2,204.0,2.0,0.0,53.0,f,70.0
45,3448.0,Note On,0,0.0,51.0,74.0,0,2,184.0,2.0,0.0,51.0,d#,74.0
46,3456.0,Note On,0,0.0,60.0,83.0,0,2,192.0,2.0,0.0,60.0,c',83.0
47,3456.0,Note On,0,0.0,60.0,83.0,0,2,112.0,11.0,9.0,70.0,a#',52.0
48,3464.0,Note Off,0,0.0,53.0,70.0,0,2,,,,,,
49,3632.0,Note Off,0,0.0,51.0,74.0,0,2,984.0,13.0,11.0,53.0,f,61.0
50,3636.0,Note On,0,0.0,53.0,83.0,0,2,960.0,2.0,0.0,53.0,f,83.0
51,3644.0,Note On,0,0.0,62.0,83.0,0,2,980.0,2.0,0.0,62.0,d',83.0
52,3648.0,Note Off,0,0.0,60.0,83.0,0,2,2084.0,4.0,2.0,74.0,d'',32.0
53,3648.0,Note Off,0,0.0,60.0,83.0,0,2,220.0,11.0,9.0,70.0,a#',32.0
54,4532.0,Note Off,0,0.0,46.0,83.0,0,2,,,,,,
55,4596.0,Note Off,0,0.0,53.0,83.0,0,2,,,,,,
56,4600.0,Note On,0,0.0,46.0,85.0,0,2,168.0,2.0,0.0,46.0,A#,85.0
57,4624.0,Note Off,0,0.0,62.0,83.0,0,2,,,,,,
58,4768.0,Note Off,0,0.0,46.0,85.0,0,2,,,,,,
59,4792.0,Note On,0,0.0,46.0,74.0,0,2,1328.0,2.0,0.0,46.0,A#,74.0
60,4792.0,Note On,0,0.0,46.0,74.0,0,2,1300.0,13.0,11.0,46.0,A#,52.0
61,4980.0,Note On,0,0.0,62.0,85.0,0,2,196.0,2.0,0.0,62.0,d',85.0
62,4980.0,Note On,0,0.0,62.0,85.0,0,2,196.0,13.0,11.0,53.0,f,55.0
63,4984.0,Note On,0,0.0,53.0,74.0,0,2,192.0,2.0,0.0,53.0,f,74.0
64,5172.0,Note On,0,0.0,63.0,92.0,0,2,1004.0,2.0,0.0,63.0,d#',92.0
65,5176.0,Note Off,0,0.0,53.0,74.0,0,2,412.0,2.0,0.0,55.0,g,83.0
66,5176.0,Note Off,0,0.0,62.0,85.0,0,2,412.0,2.0,0.0,55.0,g,83.0
67,5176.0,Note On,0,0.0,55.0,83.0,0,2,412.0,2.0,0.0,55.0,g,83.0
68,5564.0,Note On,0,0.0,51.0,74.0,0,2,584.0,2.0,0.0,51.0,d#,74.0
69,5564.0,Note On,0,0.0,51.0,74.0,0,2,572.0,2.0,0.0,60.0,c',83.0
70,5564.0,Note On,0,0.0,60.0,83.0,0,2,584.0,2.0,0.0,51.0,d#,74.0
71,5564.0,Note On,0,0.0,60.0,83.0,0,2,572.0,2.0,0.0,60.0,c',83.0
72,5588.0,Note Off,0,0.0,55.0,83.0,0,2,,,,,,
73,6120.0,Note Off,0,0.0,46.0,74.0,0,2,1164.0,4.0,2.0,65.0,f',32.0
74,6120.0,Note Off,0,0.0,46.0,74.0,0,2,1176.0,4.0,2.0,70.0,a#',32.0
75,6136.0,Note Off,0,0.0,60.0,83.0,0,2,3092.0,4.0,2.0,82.0,a#'',32.0
76,6144.0,Note On,0,0.0,46.0,83.0,0,2,1460.0,2.0,0.0,46.0,A#,83.0
77,6144.0,Note On,0,0.0,46.0,83.0,0,2,112.0,11.0,9.0,70.0,a#',69.0
78,6144.0,Note On,0,0.0,46.0,83.0,0,2,60.0,12.0,10.0,41.0,F,48.0
79,6144.0,Note On,0,0.0,46.0,83.0,0,2,132.0,13.0,11.0,46.0,A#,69.0
80,6148.0,Note Off,0,0.0,51.0,74.0,0,2,,,,,,
81,6176.0,Note Off,0,0.0,63.0,92.0,0,2,,,,,,
82,6332.0,Note On,0,0.0,53.0,70.0,0,2,204.0,2.0,0.0,53.0,f,70.0
83,6520.0,Note On,0,0.0,51.0,74.0,0,2,184.0,2.0,0.0,51.0,d#,74.0
84,6528.0,Note On,0,0.0,60.0,83.0,0,2,192.0,2.0,0.0,60.0,c',83.0
85,6528.0,Note On,0,0.0,60.0,83.0,0,2,112.0,11.0,9.0,70.0,a#',52.0
86,6536.0,Note Off,0,0.0,53.0,70.0,0,2,,,,,,
87,6704.0,Note Off,0,0.0,51.0,74.0,0,2,984.0,13.0,11.0,53.0,f,61.0
88,6708.0,Note On,0,0.0,53.0,83.0,0,2,960.0,2.0,0.0,53.0,f,83.0
89,6716.0,Note On,0,0.0,62.0,83.0,0,2,980.0,2.0,0.0,62.0,d',83.0
90,6720.0,Note Off,0,0.0,60.0,83.0,0,2,220.0,11.0,9.0,70.0,a#',32.0
91,7604.0,Note Off,0,0.0,46.0,83.0,0,2,,,,,,
92,7668.0,Note Off,0,0.0,53.0,83.0,0,2,,,,,,
93,7672.0,Note On,0,0.0,46.0,85.0,0,2,168.0,2.0,0.0,46.0,A#,85.0
94,7696.0,Note Off,0,0.0,62.0,83.0,0,2,,,,,,
95,7840.0,Note Off,0,0.0,46.0,85.0,0,2,,,,,,
96,7864.0,Note On,0,0.0,46.0,74.0,0,2,1328.0,2.0,0.0,46.0,A#,74.0
97,7864.0,Note On,0,0.0,46.0,74.0,0,2,1360.0,13.0,11.0,46.0,A#,52.0
98,8052.0,Note On,0,0.0,62.0,85.0,0,2,196.0,2.0,0.0,62.0,d',85.0
99,8052.0,Note On,0,0.0,62.0,85.0,0,2,196.0,13.0,11.0,53.0,f,55.0
100,8056.0,Note On,0,0.0,53.0,74.0,0,2,192.0,2.0,0.0,53.0,f,74.0
101,8244.0,Note On,0,0.0,63.0,92.0,0,2,944.0,2.0,0.0,63.0,d#',92.0
102,8248.0,Note Off,0,0.0,53.0,74.0,0,2,412.0,2.0,0.0,55.0,g,83.0
103,8248.0,Note Off,0,0.0,62.0,85.0,0,2,412.0,2.0,0.0,55.0,g,83.0
104,8248.0,Note On,0,0.0,55.0,83.0,0,2,412.0,2.0,0.0,55.0,g,83.0
105,8636.0,Note On,0,0.0,51.0,74.0,0,2,584.0,2.0,0.0,51.0,d#,74.0
106,8636.0,Note On,0,0.0,51.0,74.0,0,2,572.0,2.0,0.0,60.0,c',83.0
107,8636.0,Note On,0,0.0,51.0,74.0,0,2,44.0,7.0,5.0,69.0,a',34.0
108,8636.0,Note On,0,0.0,60.0,83.0,0,2,584.0,2.0,0.0,51.0,d#,74.0
109,8636.0,Note On,0,0.0,60.0,83.0,0,2,572.0,2.0,0.0,60.0,c',83.0
110,8636.0,Note On,0,0.0,60.0,83.0,0,2,44.0,7.0,5.0,69.0,a',34.0
111,8660.0,Note Off,0,0.0,55.0,83.0,0,2,,,,,,
112,9188.0,Note Off,0,0.0,63.0,92.0,0,2,,,,,,
113,9192.0,Note Off,0,0.0,46.0,74.0,0,2,600.0,7.0,5.0,94.0,a#''',69.0
114,9208.0,Note Off,0,0.0,60.0,83.0,0,2,,,,,,
115,9216.0,Note On,0,0.0,46.0,92.0,0,2,1436.0,2.0,0.0,46.0,A#,92.0
116,9216.0,Note On,0,0.0,46.0,92.0,0,2,492.0,2.0,0.0,53.0,f,83.0
117,9216.0,Note On,0,0.0,46.0,92.0,0,2,296.0,5.0,3.0,62.0,d',73.0
118,9216.0,Note On,0,0.0,46.0,92.0,0,2,48.0,11.0,9.0,59.0,b,64.0
119,9216.0,Note On,0,0.0,46.0,92.0,0,2,112.0,11.0,9.0,70.0,a#',69.0
120,9216.0,Note On,0,0.0,53.0,83.0,0,2,1436.0,2.0,0.0,46.0,A#,92.0
121,9216.0,Note On,0,0.0,53.0,83.0,0,2,492.0,2.0,0.0,53.0,f,83.0
122,9216.0,Note On,0,0.0,53.0,83.0,0,2,296.0,5.0,3.0,62.0,d',73.0
123,9216.0,Note On,0,0.0,53.0,83.0,0,2,48.0,11.0,9.0,59.0,b,64.0
124,9216.0,Note On,0,0.0,53.0,83.0,0,2,112.0,11.0,9.0,70.0,a#',69.0
125,9220.0,Note Off,0,0.0,51.0,74.0,0,2,,,,,,
126,9224.0,Note On,0,0.0,62.0,92.0,0,2,536.0,2.0,0.0,62.0,d',92.0
127,9708.0,Note Off,0,0.0,53.0,83.0,0,2,,,,,,
128,9760.0,Note Off,0,0.0,62.0,92.0,0,2,,,,,,
129,9780.0,Note On,0,0.0,63.0,83.0,0,2,596.0,2.0,0.0,63.0,d#',83.0
130,9784.0,Note On,0,0.0,55.0,92.0,0,2,536.0,2.0,0.0,55.0,g,92.0
131,10320.0,Note Off,0,0.0,55.0,92.0,0,2,,,,,,
132,10364.0,Note On,0,0.0,65.0,92.0,0,2,348.0,2.0,0.0,57.0,a,92.0
133,10364.0,Note On,0,0.0,65.0,92.0,0,2,368.0,2.0,0.0,65.0,f',92.0
134,10364.0,Note On,0,0.0,57.0,92.0,0,2,348.0,2.0,0.0,57.0,a,92.0
135,10364.0,Note On,0,0.0,57.0,92.0,0,2,368.0,2.0,0.0,65.0,f',92.0
136,10376.0,Note Off,0,0.0,63.0,83.0,0,2,,,,,,
137,10652.0,Note Off,0,0.0,46.0,92.0,0,2,,,,,,
138,10712.0,Note Off,0,0.0,57.0,92.0,0,2,,,,,,
139,10732.0,Note Off,0,0.0,65.0,92.0,0,2,,,,,,
140,10744.0,Note On,0,0.0,46.0,87.0,0,2,1504.0,2.0,0.0,46.0,A#,87.0
141,10744.0,Note On,0,0.0,46.0,87.0,0,2,1520.0,2.0,0.0,62.0,d',83.0
142,10744.0,Note On,0,0.0,62.0,83.0,0,2,1504.0,2.0,0.0,46.0,A#,87.0
143,10744.0,Note On,0,0.0,62.0,83.0,0,2,1520.0,2.0,0.0,62.0,d',83.0
144,10756.0,Note On,0,0.0,53.0,83.0,0,2,1480.0,2.0,0.0,53.0,f,83.0
145,11320.0,Note On,0,0.0,65.0,66.0,0,2,452.0,2.0,0.0,65.0,f',66.0
146,11508.0,Note On,0,0.0,74.0,83.0,0,2,312.0,2.0,0.0,74.0,d'',83.0
147,11700.0,Note On,0,0.0,63.0,74.0,0,2,572.0,2.0,0.0,63.0,d#',74.0
148,11700.0,Note On,0,0.0,63.0,74.0,0,2,216.0,9.0,7.0,63.0,d#',48.0
149,11772.0,Note Off,0,0.0,65.0,66.0,0,2,,,,,,
150,11820.0,Note Off,0,0.0,74.0,83.0,0,2,,,,,,
151,11892.0,Note On,0,0.0,72.0,83.0,0,2,412.0,2.0,0.0,72.0,c'',83.0
152,12236.0,Note Off,0,0.0,53.0,83.0,0,2,,,,,,
153,12248.0,Note Off,0,0.0,46.0,87.0,0,2,,,,,,
154,12264.0,Note Off,0,0.0,62.0,83.0,0,2,,,,,,
155,12272.0,Note Off,0,0.0,63.0,74.0,0,2,,,,,,
156,12288.0,Note On,0,0.0,46.0,92.0,0,2,1496.0,2.0,0.0,46.0,A#,92.0
157,12288.0,Note On,0,0.0,46.0,92.0,0,2,492.0,2.0,0.0,53.0,f,83.0
158,12288.0,Note On,0,0.0,46.0,92.0,0,2,548.0,2.0,0.0,65.0,f',70.0
159,12288.0,Note On,0,0.0,46.0,92.0,0,2,332.0,5.0,3.0,62.0,d',64.0
160,12288.0,Note On,0,0.0,46.0,92.0,0,2,112.0,11.0,9.0,70.0,a#',69.0
161,12288.0,Note On,0,0.0,53.0,83.0,0,2,1496.0,2.0,0.0,46.0,A#,92.0
162,12288.0,Note On,0,0.0,53.0,83.0,0,2,492.0,2.0,0.0,53.0,f,83.0
163,12288.0,Note On,0,0.0,53.0,83.0,0,2,548.0,2.0,0.0,65.0,f',70.0
164,12288.0,Note On,0,0.0,53.0,83.0,0,2,332.0,5.0,3.0,62.0,d',64.0
165,12288.0,Note On,0,0.0,53.0,83.0,0,2,112.0,11.0,9.0,70.0,a#',69.0
166,12288.0,Note On,0,0.0,65.0,70.0,0,2,1496.0,2.0,0.0,46.0,A#,92.0
167,12288.0,Note On,0,0.0,65.0,70.0,0,2,492.0,2.0,0.0,53.0,f,83.0
168,12288.0,Note On,0,0.0,65.0,70.0,0,2,548.0,2.0,0.0,65.0,f',70.0
169,12288.0,Note On,0,0.0,65.0,70.0,0,2,332.0,5.0,3.0,62.0,d',64.0
170,12288.0,Note On,0,0.0,65.0,70.0,0,2,112.0,11.0,9.0,70.0,a#',69.0
171,12296.0,Note On,0,0.0,62.0,92.0,0,2,536.0,2.0,0.0,62.0,d',92.0
172,12304.0,Note Off,0,0.0,72.0,83.0,0,2,,,,,,
173,12780.0,Note Off,0,0.0,53.0,83.0,0,2,,,,,,
174,12832.0,Note Off,0,0.0,62.0,92.0,0,2,,,,,,
175,12836.0,Note Off,0,0.0,65.0,70.0,0,2,,,,,,
176,12852.0,Note On,0,0.0,63.0,83.0,0,2,376.0,2.0,0.0,63.0,d#',83.0
177,12856.0,Note On,0,0.0,55.0,92.0,0,2,944.0,2.0,0.0,55.0,g,92.0
178,13224.0,Note On,0,0.0,62.0,66.0,0,2,264.0,2.0,0.0,62.0,d',66.0
179,13228.0,Note Off,0,0.0,63.0,83.0,0,2,,,,,,
180,13424.0,Note On,0,0.0,58.0,66.0,0,2,372.0,2.0,0.0,58.0,a#,66.0
181,13488.0,Note Off,0,0.0,62.0,66.0,0,2,,,,,,
182,13784.0,Note Off,0,0.0,46.0,92.0,0,2,,,,,,
183,13796.0,Note Off,0,0.0,58.0,66.0,0,2,,,,,,
184,13800.0,Note Off,0,0.0,55.0,92.0,0,2,,,,,,
185,13816.0,Note On,0,0.0,58.0,80.0,0,2,772.0,2.0,0.0,43.0,G,92.0
186,13816.0,Note On,0,0.0,58.0,80.0,0,2,804.0,2.0,0.0,58.0,a#,80.0
187,13816.0,Note On,0,0.0,58.0,80.0,0,2,776.0,2.0,0.0,62.0,d',92.0
188,13816.0,Note On,0,0.0,62.0,92.0,0,2,772.0,2.0,0.0,43.0,G,92.0
189,13816.0,Note On,0,0.0,62.0,92.0,0,2,804.0,2.0,0.0,58.0,a#,80.0
190,13816.0,Note On,0,0.0,62.0,92.0,0,2,776.0,2.0,0.0,62.0,d',92.0
191,13816.0,Note On,0,0.0,43.0,92.0,0,2,772.0,2.0,0.0,43.0,G,92.0
192,13816.0,Note On,0,0.0,43.0,92.0,0,2,804.0,2.0,0.0,58.0,a#,80.0
193,13816.0,Note On,0,0.0,43.0,92.0,0,2,776.0,2.0,0.0,62.0,d',92.0
194,13824.0,Note On,0,0.0,51.0,80.0,0,2,744.0,2.0,0.0,51.0,d#,80.0
195,13824.0,Note On,0,0.0,51.0,80.0,0,2,752.0,5.0,3.0,62.0,d',75.0
196,14568.0,Note Off,0,0.0,51.0,80.0,0,2,,,,,,
197,14588.0,Note Off,0,0.0,43.0,92.0,0,2,756.0,2.0,0.0,45.0,A,92.0
198,14588.0,Note Off,0,0.0,43.0,92.0,0,2,740.0,2.0,0.0,53.0,f,74.0
199,14588.0,Note Off,0,0.0,43.0,92.0,0,2,764.0,2.0,0.0,60.0,c',80.0
200,14588.0,Note On,0,0.0,45.0,92.0,0,2,756.0,2.0,0.0,45.0,A,92.0
201,14588.0,Note On,0,0.0,45.0,92.0,0,2,740.0,2.0,0.0,53.0,f,74.0
202,14588.0,Note On,0,0.0,45.0,92.0,0,2,764.0,2.0,0.0,60.0,c',80.0
203,14588.0,Note On,0,0.0,60.0,80.0,0,2,756.0,2.0,0.0,45.0,A,92.0
204,14588.0,Note On,0,0.0,60.0,80.0,0,2,740.0,2.0,0.0,53.0,f,74.0
205,14588.0,Note On,0,0.0,60.0,80.0,0,2,764.0,2.0,0.0,60.0,c',80.0
206,14588.0,Note On,0,0.0,53.0,74.0,0,2,756.0,2.0,0.0,45.0,A,92.0
207,14588.0,Note On,0,0.0,53.0,74.0,0,2,740.0,2.0,0.0,53.0,f,74.0
208,14588.0,Note On,0,0.0,53.0,74.0,0,2,764.0,2.0,0.0,60.0,c',80.0
209,14592.0,Note Off,0,0.0,62.0,92.0,0,2,604.0,5.0,3.0,60.0,c',73.0
210,14592.0,Note Off,0,0.0,62.0,92.0,0,2,96.0,11.0,9.0,54.0,f#,91.0
211,14620.0,Note Off,0,0.0,58.0,80.0,0,2,,,,,,
212,15328.0,Note Off,0,0.0,53.0,74.0,0,2,,,,,,
213,15344.0,Note Off,0,0.0,45.0,92.0,0,2,,,,,,
214,15352.0,Note Off,0,0.0,60.0,80.0,0,2,,,,,,
215,15360.0,Note On,0,0.0,60.0,88.0,0,2,572.0,2.0,0.0,60.0,c',88.0
216,15360.0,Note On,0,0.0,60.0,88.0,0,2,112.0,11.0,9.0,70.0,a#',69.0
217,15364.0,Note On,0,0.0,39.0,92.0,0,2,712.0,2.0,0.0,39.0,D#,92.0
218,15364.0,Note On,0,0.0,39.0,92.0,0,2,488.0,2.0,0.0,55.0,g,70.0
219,15364.0,Note On,0,0.0,55.0,70.0,0,2,712.0,2.0,0.0,39.0,D#,92.0
220,15364.0,Note On,0,0.0,55.0,70.0,0,2,488.0,2.0,0.0,55.0,g,70.0
221,15852.0,Note Off,0,0.0,55.0,70.0,0,2,,,,,,
222,15920.0,Note On,0,0.0,62.0,91.0,0,2,916.0,2.0,0.0,62.0,d',91.0
223,15924.0,Note On,0,0.0,55.0,92.0,0,2,360.0,2.0,0.0,55.0,g,92.0
224,15932.0,Note Off,0,0.0,60.0,88.0,0,2,,,,,,
225,16076.0,Note Off,0,0.0,39.0,92.0,0,2,,,,,,
226,16128.0,Note On,0,0.0,38.0,92.0,0,2,756.0,2.0,0.0,38.0,D,92.0
227,16128.0,Note On,0,0.0,38.0,92.0,0,2,180.0,11.0,9.0,37.0,C#,82.0
228,16284.0,Note Off,0,0.0,55.0,92.0,0,2,,,,,,
229,16304.0,Note On,0,0.0,54.0,85.0,0,2,548.0,2.0,0.0,54.0,f#,85.0
230,16836.0,Note Off,0,0.0,62.0,91.0,0,2,,,,,,
231,16852.0,Note Off,0,0.0,54.0,85.0,0,2,,,,,,
232,16884.0,Note Off,0,0.0,38.0,92.0,0,2,,,,,,
233,16900.0,Note On,0,0.0,43.0,92.0,0,2,712.0,2.0,0.0,43.0,G,92.0
234,16900.0,Note On,0,0.0,43.0,92.0,0,2,344.0,2.0,0.0,60.0,c',89.0
235,16900.0,Note On,0,0.0,43.0,92.0,0,2,692.0,2.0,0.0,62.0,d',77.0
236,16900.0,Note On,0,0.0,60.0,89.0,0,2,712.0,2.0,0.0,43.0,G,92.0
237,16900.0,Note On,0,0.0,60.0,89.0,0,2,344.0,2.0,0.0,60.0,c',89.0
238,16900.0,Note On,0,0.0,60.0,89.0,0,2,692.0,2.0,0.0,62.0,d',77.0
239,16900.0,Note On,0,0.0,62.0,77.0,0,2,712.0,2.0,0.0,43.0,G,92.0
240,16900.0,Note On,0,0.0,62.0,77.0,0,2,344.0,2.0,0.0,60.0,c',89.0
241,16900.0,Note On,0,0.0,62.0,77.0,0,2,692.0,2.0,0.0,62.0,d',77.0
242,17244.0,Note Off,0,0.0,60.0,89.0,0,2,,,,,,
243,17272.0,Note On,0,0.0,58.0,88.0,0,2,340.0,2.0,0.0,58.0,a#,88.0
244,17272.0,Note On,0,0.0,58.0,88.0,0,2,356.0,5.0,3.0,58.0,a#,60.0
245,17592.0,Note Off,0,0.0,62.0,77.0,0,2,,,,,,
246,17612.0,Note Off,0,0.0,58.0,88.0,0,2,,,,,,
247,17612.0,Note Off,0,0.0,43.0,92.0,0,2,,,,,,
248,17652.0,Note On,0,0.0,62.0,80.0,0,2,776.0,2.0,0.0,41.0,F,91.0
249,17652.0,Note On,0,0.0,62.0,80.0,0,2,348.0,2.0,0.0,57.0,a,92.0
250,17652.0,Note On,0,0.0,62.0,80.0,0,2,788.0,2.0,0.0,62.0,d',80.0
251,17652.0,Note On,0,0.0,41.0,91.0,0,2,776.0,2.0,0.0,41.0,F,91.0
252,17652.0,Note On,0,0.0,41.0,91.0,0,2,348.0,2.0,0.0,57.0,a,92.0
253,17652.0,Note On,0,0.0,41.0,91.0,0,2,788.0,2.0,0.0,62.0,d',80.0
254,17652.0,Note On,0,0.0,57.0,92.0,0,2,776.0,2.0,0.0,41.0,F,91.0
255,17652.0,Note On,0,0.0,57.0,92.0,0,2,348.0,2.0,0.0,57.0,a,92.0
256,17652.0,Note On,0,0.0,57.0,92.0,0,2,788.0,2.0,0.0,62.0,d',80.0
257,18000.0,Note Off,0,0.0,57.0,92.0,0,2,,,,,,
258,18036.0,Note On,0,0.0,58.0,88.0,0,2,352.0,2.0,0.0,58.0,a#,88.0
259,18388.0,Note Off,0,0.0,58.0,88.0,0,2,,,,,,
260,18428.0,Note Off,0,0.0,41.0,91.0,0,2,,,,,,
261,18432.0,Note On,0,0.0,58.0,86.0,0,2,772.0,2.0,0.0,58.0,a#,86.0
262,18432.0,Note On,0,0.0,58.0,86.0,0,2,324.0,5.0,3.0,55.0,g,73.0
263,18432.0,Note On,0,0.0,58.0,86.0,0,2,112.0,11.0,9.0,70.0,a#',69.0
264,18436.0,Note On,0,0.0,39.0,85.0,0,2,468.0,2.0,0.0,39.0,D#,85.0
265,18436.0,Note On,0,0.0,39.0,85.0,0,2,612.0,2.0,0.0,55.0,g,83.0
266,18436.0,Note On,0,0.0,55.0,83.0,0,2,468.0,2.0,0.0,39.0,D#,85.0
267,18436.0,Note On,0,0.0,55.0,83.0,0,2,612.0,2.0,0.0,55.0,g,83.0
268,18440.0,Note Off,0,0.0,62.0,80.0,0,2,,,,,,
269,18904.0,Note Off,0,0.0,39.0,85.0,0,2,,,,,,
270,19012.0,Note On,0,0.0,39.0,74.0,0,2,776.0,2.0,0.0,39.0,D#,74.0
271,19048.0,Note Off,0,0.0,55.0,83.0,0,2,,,,,,
272,19196.0,Note On,0,0.0,55.0,70.0,0,2,540.0,2.0,0.0,55.0,g,70.0
273,19204.0,Note Off,0,0.0,58.0,86.0,0,2,,,,,,
274,19380.0,Note On,0,0.0,58.0,74.0,0,2,360.0,2.0,0.0,58.0,a#,74.0
275,19584.0,Note On,0,0.0,63.0,92.0,0,2,148.0,2.0,0.0,63.0,d#',92.0
276,19584.0,Note On,0,0.0,63.0,92.0,0,2,184.0,5.0,3.0,58.0,a#,56.0
277,19732.0,Note Off,0,0.0,63.0,92.0,0,2,,,,,,
278,19736.0,Note Off,0,0.0,55.0,70.0,0,2,,,,,,
279,19740.0,Note Off,0,0.0,58.0,74.0,0,2,,,,,,
280,19772.0,Note On,0,0.0,58.0,92.0,0,2,976.0,2.0,0.0,58.0,a#,92.0
281,19772.0,Note On,0,0.0,58.0,92.0,0,2,1452.0,2.0,0.0,62.0,d',101.0
282,19772.0,Note On,0,0.0,62.0,101.0,0,2,976.0,2.0,0.0,58.0,a#,92.0
283,19772.0,Note On,0,0.0,62.0,101.0,0,2,1452.0,2.0,0.0,62.0,d',101.0
284,19784.0,Note On,0,0.0,53.0,83.0,0,2,700.0,2.0,0.0,53.0,f,83.0
285,19788.0,Note Off,0,0.0,39.0,74.0,0,2,,,,,,
286,19968.0,Note On,0,0.0,46.0,92.0,0,2,1404.0,2.0,0.0,46.0,A#,92.0
287,20484.0,Note Off,0,0.0,53.0,83.0,0,2,,,,,,
288,20536.0,Note On,0,0.0,53.0,74.0,0,2,396.0,2.0,0.0,53.0,f,74.0
289,20536.0,Note On,0,0.0,53.0,74.0,0,2,392.0,2.0,0.0,65.0,f',74.0
290,20536.0,Note On,0,0.0,65.0,74.0,0,2,396.0,2.0,0.0,53.0,f,74.0
291,20536.0,Note On,0,0.0,65.0,74.0,0,2,392.0,2.0,0.0,65.0,f',74.0
